,remito,tipo
2936,57137,asentamiento
2937,57158,asentamiento
2938,57177,fisuracion
2939,57186,asentamiento
2940,57201,asentamiento
2941,57230,fisuracion
2942,57279,resistencia
2943,57303,formula
2944,57350,asentamiento
2945,57375,fisuracion
2946,57385,asentamiento
2947,57387,fragüe
2948,57396,volumen
2949,57413,fisuracion
2950,57429,fisuracion
2951,57430,fragüe
2952,57434,fisuracion
2953,57457,asentamiento
2954,57472,resistencia
2955,57499,fisuracion
2956,57554,asentamiento
2957,57557,formula
2958,57560,resistencia
2959,57567,fisuracion
2960,57569,fisuracion
2961,57616,formula
2962,57621,fisuracion
2963,57644,asentamiento
2964,57665,fisuracion
2965,57684,fisuracion
2966,57726,fisuracion
2967,57732,demoras
2968,57756,asentamiento
2969,57771,resistencia
2970,57782,fisuracion
2971,57792,fisuracion
2972,57845,fragüe
2973,57846,fisuracion
2974,57853,asentamiento
2975,57859,fisuracion
2976,57864,fragüe
2977,57877,resistencia
2978,57878,asentamiento
2979,57883,resistencia
2980,57908,fisuracion
2981,57923,demoras
2982,57924,asentamiento
2983,57925,formula
2984,57941,fisuracion
2985,57946,fisuracion
2986,58005,fisuracion
2987,58008,asentamiento
2988,58009,fisuracion
2989,58032,volumen
2990,58040,fisuracion
2991,58059,volumen
2992,58064,asentamiento
2993,58077,demoras
2994,58131,resistencia
2995,58146,demoras
2996,58148,asentamiento
2997,58155,asentamiento
2998,58160,volumen
2999,58204,fisuracion
3000,58217,fragüe
3001,58264,fisuracion
3002,58267,asentamiento
3003,58273,fragüe
3004,58285,fisuracion
3005,58320,asentamiento
3006,58332,fragüe
3007,58333,fragüe
3008,58337,fisuracion
3009,58390,asentamiento
3010,58394,demoras
3011,58422,fisuracion
3012,58444,asentamiento
3013,58446,demoras
3014,58461,fisuracion
3015,58485,asentamiento
3016,58512,asentamiento
3017,58632,demoras
3018,58637,resistencia
3019,58656,demoras
3020,58658,volumen
3021,58663,fisuracion
3022,58687,fisuracion
3023,58718,asentamiento
3024,58752,volumen
3025,58786,fisuracion
3026,58826,fisuracion
3027,58832,fisuracion
3028,58925,volumen
3029,58942,asentamiento
3030,58950,fisuracion
3031,58998,asentamiento
3032,59004,asentamiento
3033,59033,resistencia
3034,59035,volumen
3035,59036,fisuracion
3036,59043,fisuracion
3037,59106,asentamiento
3038,59114,fisuracion
3039,59157,demoras
3040,59205,asentamiento
3041,59227,fisuracion
3042,59234,fisuracion
3043,59247,demoras
3044,59263,fisuracion
3045,59270,resistencia
3046,59279,resistencia
3047,59298,demoras
3048,59312,asentamiento
3049,59314,asentamiento
3050,59323,asentamiento
3051,59332,asentamiento
3052,59356,formula
3053,59360,fisuracion
3054,59367,demoras
3055,59369,resistencia
3056,59370,resistencia
3057,59375,resistencia
3058,59384,asentamiento
3059,59395,demoras
3060,59433,volumen
3061,59449,formula
3062,59468,asentamiento
3063,59470,fisuracion
3064,59570,resistencia
3065,59609,demoras
3066,59630,asentamiento
3067,59632,fisuracion
3068,59633,fisuracion
3069,59699,fisuracion
3070,59712,demoras
3071,59735,fisuracion
3072,59801,formula
3073,59821,resistencia
3074,59832,fisuracion
3075,59850,demoras
3076,59875,fisuracion
3077,59888,asentamiento
3078,59900,asentamiento
3079,59908,asentamiento
3080,59958,fisuracion
3081,60001,fisuracion
3082,60016,fragüe
3083,60017,demoras
3084,60054,fragüe
3085,60067,resistencia
3086,60073,asentamiento
3087,60094,fisuracion
3088,60140,asentamiento
3089,60142,asentamiento
3090,60150,volumen
3091,60151,demoras
3092,60175,fisuracion
3093,60190,resistencia
3094,60201,asentamiento
3095,60219,asentamiento
3096,60267,resistencia
3097,60313,fisuracion
3098,60365,fisuracion
3099,60394,fragüe
3100,60399,asentamiento
3101,60401,fisuracion
3102,60403,fisuracion
3103,60406,fisuracion
3104,60419,asentamiento
3105,60424,fragüe
3106,60442,resistencia
3107,60454,fisuracion
3108,60463,demoras
3109,60469,fisuracion
3110,60482,asentamiento
3111,60513,asentamiento
3112,60514,asentamiento
3113,60521,fisuracion
3114,60538,asentamiento
3115,60543,asentamiento
3116,60547,fisuracion
3117,60562,volumen
3118,60668,fisuracion
3119,60701,asentamiento
3120,60702,asentamiento
3121,60706,fisuracion
3122,60775,fisuracion
3123,60812,asentamiento
3124,60815,asentamiento
3125,60818,fisuracion
3126,60820,demoras
3127,60884,asentamiento
3128,60925,asentamiento
3129,61001,demoras
3130,61007,demoras
3131,61011,volumen
3132,61024,fisuracion
3133,61025,fisuracion
3134,61073,asentamiento
3135,61077,fisuracion
3136,61086,fisuracion
3137,61098,demoras
3138,61124,fisuracion
3139,61125,fragüe
3140,61135,asentamiento
3141,61162,fisuracion
3142,61169,resistencia
3143,61172,resistencia
3144,61176,fisuracion
3145,61188,fragüe
3146,61207,asentamiento
3147,61209,volumen
3148,61231,asentamiento
3149,61241,resistencia
3150,61329,demoras
3151,61360,resistencia
3152,61386,resistencia
3153,61397,asentamiento
3154,61426,resistencia
3155,61433,fisuracion
3156,61436,fisuracion
3157,61460,fisuracion
3158,61470,asentamiento
3159,61475,demoras
3160,61498,fisuracion
3161,61537,fisuracion
3162,61590,fisuracion
3163,61626,demoras
3164,61634,asentamiento
3165,61652,asentamiento
3166,61654,asentamiento
3167,61668,fisuracion
3168,61689,volumen
3169,61690,asentamiento
3170,61692,resistencia
3171,61724,fisuracion
3172,61732,formula
3173,61737,fisuracion
3174,61769,resistencia
3175,61786,demoras
3176,61789,asentamiento
3177,61795,demoras
3178,61813,asentamiento
3179,61825,asentamiento
3180,61827,resistencia
3181,61839,asentamiento
3182,61852,fisuracion
3183,61855,fragüe
3184,61873,fisuracion
3185,61879,asentamiento
3186,61906,fragüe
3187,61987,fisuracion
3188,61997,asentamiento
3189,62005,resistencia
3190,62024,asentamiento
3191,62030,fisuracion
3192,62033,asentamiento
3193,62038,asentamiento
3194,62056,demoras
3195,62065,asentamiento
3196,62067,resistencia
3197,62071,fisuracion
3198,62076,demoras
3199,62079,fisuracion
3200,62081,asentamiento
3201,62096,resistencia
3202,62104,asentamiento
3203,62117,fisuracion
3204,62121,fisuracion
3205,62148,asentamiento
3206,62149,fisuracion
3207,62155,asentamiento
3208,62158,resistencia
3209,62174,formula
3210,62206,fragüe
3211,62211,fisuracion
3212,62215,resistencia
3213,62231,demoras
3214,62242,fisuracion
3215,62322,resistencia
3216,62337,fisuracion
3217,62350,formula
3218,62368,fisuracion
3219,62376,fisuracion
3220,62395,asentamiento
3221,62410,asentamiento
3222,62411,asentamiento
3223,62452,fisuracion
3224,62459,asentamiento
3225,62531,resistencia
3226,62573,demoras
3227,62576,fisuracion
3228,62582,resistencia
3229,62590,asentamiento
3230,62634,asentamiento
3231,62641,resistencia
3232,62658,fisuracion
3233,62677,fisuracion
3234,62685,asentamiento
3235,62691,asentamiento
3236,62694,fragüe
3237,62699,asentamiento
3238,62718,asentamiento
3239,62732,demoras
3240,62733,fisuracion
3241,62744,resistencia
3242,62786,fisuracion
3243,62793,fisuracion
3244,62848,fisuracion
3245,62886,volumen
3246,62901,volumen
3247,62922,asentamiento
3248,62948,asentamiento
3249,62970,asentamiento
3250,62973,formula
3251,62990,volumen
3252,63006,formula
3253,63010,resistencia
3254,63029,fisuracion
3255,63044,demoras
3256,63079,volumen
3257,63093,asentamiento
3258,63136,demoras
3259,63196,fisuracion
3260,63200,formula
3261,63213,volumen
3262,63226,resistencia
3263,63227,resistencia
3264,63230,asentamiento
3265,63260,fragüe
3266,63269,fisuracion
3267,63296,fisuracion
3268,63309,asentamiento
3269,63313,formula
3270,63325,fisuracion
3271,63338,demoras
3272,63350,fisuracion
3273,63381,volumen
3274,63386,asentamiento
3275,63398,asentamiento
3276,63410,demoras
3277,63415,resistencia
3278,63417,demoras
3279,63493,volumen
3280,63563,resistencia
3281,63572,asentamiento
3282,63624,demoras
3283,63637,asentamiento
3284,63665,resistencia
3285,63669,asentamiento
3286,63704,fisuracion
3287,63720,fisuracion
3288,63728,asentamiento
3289,63729,formula
3290,63771,demoras
3291,63776,demoras
3292,63791,demoras
3293,63821,asentamiento
3294,63831,resistencia
3295,63837,fisuracion
3296,63902,resistencia
3297,63923,asentamiento
3298,63931,resistencia
3299,64005,resistencia
3300,64027,resistencia
3301,64068,fisuracion
3302,64126,asentamiento
3303,64157,fisuracion
3304,64180,asentamiento
3305,64185,asentamiento
3306,64192,asentamiento
3307,64204,demoras
3308,64233,asentamiento
3309,64288,demoras
3310,64291,volumen
3311,64307,fisuracion
3312,64339,asentamiento
3313,64362,volumen
3314,64377,demoras
3315,64384,asentamiento
3316,64405,resistencia
3317,64406,demoras
3318,64408,fisuracion
3319,64409,asentamiento
3320,64419,fisuracion
3321,64454,demoras
3322,64469,asentamiento
3323,64500,asentamiento
3324,64519,asentamiento
3325,64527,fisuracion
3326,64561,asentamiento
3327,64563,asentamiento
3328,64599,asentamiento
3329,64605,demoras
3330,64643,fisuracion
3331,64646,fisuracion
3332,64713,volumen
3333,64715,volumen
3334,64738,asentamiento
3335,64774,fisuracion
3336,64781,asentamiento
3337,64799,fisuracion
3338,64814,demoras
3339,64815,resistencia
3340,64828,asentamiento
3341,64831,demoras
3342,64866,demoras
3343,64901,asentamiento
3344,64914,resistencia
3345,64936,asentamiento
3346,64937,asentamiento
3347,64951,fragüe
3348,64952,asentamiento
3349,65019,demoras
3350,65039,asentamiento
3351,65050,asentamiento
3352,65103,demoras
3353,65120,asentamiento
3354,65140,asentamiento
3355,65154,volumen
3356,65178,resistencia
3357,65185,fisuracion
3358,65210,asentamiento
3359,65219,resistencia
3360,65255,fisuracion
3361,65266,volumen
3362,65282,asentamiento
3363,65286,fragüe
3364,65294,asentamiento
3365,65348,asentamiento
3366,65406,volumen
3367,65416,fisuracion
3368,65446,fragüe
3369,65495,demoras
3370,65497,fisuracion
3371,65523,fisuracion
3372,65529,formula
3373,65555,resistencia
3374,65570,fisuracion
3375,65586,formula
3376,65590,fisuracion
3377,65599,fisuracion
3378,65603,asentamiento
3379,65641,volumen
3380,65654,resistencia
3381,65667,fragüe
3382,65683,demoras
3383,65684,formula
3384,65716,fisuracion
3385,65726,fragüe
3386,65760,demoras
3387,65775,asentamiento
3388,65788,fisuracion
3389,65798,fisuracion
3390,65824,formula
3391,65827,volumen
3392,65856,asentamiento
3393,65868,asentamiento
3394,65877,formula
3395,65950,fisuracion
3396,65995,asentamiento
3397,66000,asentamiento
3398,66004,asentamiento
3399,66012,asentamiento
3400,66026,demoras
3401,66038,fisuracion
3402,66065,asentamiento
3403,66067,asentamiento
3404,66072,fisuracion
3405,66076,asentamiento
3406,66102,fisuracion
3407,66124,fisuracion
3408,66126,formula
3409,66136,fisuracion
3410,66157,volumen
3411,66182,asentamiento
3412,66228,asentamiento
3413,66244,resistencia
3414,66278,fisuracion
3415,66303,fisuracion
3416,66314,fisuracion
3417,66349,fisuracion
3418,66363,formula
3419,66458,volumen
3420,66497,volumen
3421,66508,fisuracion
3422,66561,fisuracion
3423,66563,fisuracion
3424,66589,asentamiento
3425,66594,volumen
3426,66614,resistencia
3427,66625,formula
3428,66646,asentamiento
3429,66671,volumen
3430,66724,fisuracion
3431,66797,asentamiento
3432,66802,asentamiento
3433,66831,fisuracion
3434,66861,fisuracion
3435,66867,asentamiento
3436,66869,volumen
3437,66895,fisuracion
3438,66914,asentamiento
3439,66920,asentamiento
3440,66926,asentamiento
3441,66940,fisuracion
3442,66947,asentamiento
3443,66961,fisuracion
3444,67005,volumen
3445,67013,fragüe
3446,67030,resistencia
3447,67067,resistencia
3448,67118,asentamiento
3449,67124,formula
3450,67134,volumen
3451,67141,demoras
3452,67184,fisuracion
3453,67208,demoras
3454,67236,volumen
3455,67270,fisuracion
3456,67282,asentamiento
3457,67287,fragüe
3458,67305,asentamiento
3459,67312,fisuracion
3460,67328,volumen
3461,67338,fisuracion
3462,67353,volumen
3463,67362,fragüe
3464,67369,fisuracion
3465,67392,fisuracion
3466,67400,fisuracion
3467,67420,formula
3468,67442,fisuracion
3469,67456,demoras
3470,67470,fisuracion
3471,67488,fisuracion
3472,67491,demoras
3473,67560,asentamiento
3474,67569,fisuracion
3475,67585,asentamiento
3476,67616,asentamiento
3477,67617,fragüe
3478,67639,fragüe
3479,67665,fragüe
3480,67759,fragüe
3481,67773,demoras
3482,67814,volumen
3483,67837,fisuracion
3484,67842,asentamiento
3485,67861,asentamiento
3486,67938,fisuracion
3487,68013,fisuracion
3488,68038,fisuracion
3489,68046,fisuracion
3490,68055,asentamiento
3491,68090,asentamiento
3492,68152,fisuracion
3493,68164,fisuracion
3494,68178,resistencia
3495,68181,demoras
3496,68184,asentamiento
3497,68187,resistencia
3498,68190,demoras
3499,68200,resistencia
3500,68203,asentamiento
3501,68204,resistencia
3502,68206,fragüe
3503,68207,fisuracion
3504,68260,demoras
3505,68282,fragüe
3506,68290,volumen
3507,68292,volumen
3508,68293,volumen
3509,68297,fisuracion
3510,68308,fisuracion
3511,68317,fisuracion
3512,68329,fisuracion
3513,68361,asentamiento
3514,68364,volumen
3515,68389,fisuracion
3516,68428,demoras
3517,68437,fisuracion
3518,68449,demoras
3519,68454,demoras
3520,68480,fisuracion
3521,68495,asentamiento
3522,68497,asentamiento
3523,68532,fisuracion
3524,68562,fragüe
3525,68564,formula
3526,68572,asentamiento
3527,68612,fisuracion
3528,68618,fisuracion
3529,68644,fragüe
3530,68659,asentamiento
3531,68690,resistencia
3532,68713,asentamiento
3533,68728,asentamiento
3534,68731,fisuracion
3535,68756,fragüe
3536,68765,demoras
3537,68784,asentamiento
3538,68811,fisuracion
3539,68895,fragüe
3540,68901,fisuracion
3541,68915,fisuracion
3542,68923,fisuracion
3543,68936,asentamiento
3544,68993,fragüe
3545,69000,fragüe
3546,69009,asentamiento
3547,69018,fisuracion
3548,69020,demoras
3549,69040,asentamiento
3550,69045,fisuracion
3551,69059,demoras
3552,69073,volumen
3553,69091,asentamiento
3554,69127,asentamiento
3555,69140,asentamiento
3556,69163,resistencia
3557,69217,asentamiento
3558,69221,fisuracion
3559,69225,demoras
3560,69254,fisuracion
3561,69273,fisuracion
3562,69326,demoras
3563,69329,asentamiento
3564,69341,formula
3565,69375,volumen
3566,69387,formula
3567,69391,fisuracion
3568,69439,asentamiento
3569,69443,asentamiento
3570,69448,fisuracion
3571,69462,fragüe
3572,69468,fragüe
3573,69493,fisuracion
3574,69501,fisuracion
3575,69507,asentamiento
3576,69533,demoras
3577,69552,asentamiento
3578,69616,asentamiento
3579,69659,demoras
3580,69674,resistencia
3581,69693,fisuracion
3582,69700,asentamiento
3583,69716,demoras
3584,69727,asentamiento
3585,69747,asentamiento
3586,69752,volumen
3587,69780,demoras
3588,69784,demoras
3589,69790,asentamiento
3590,69814,asentamiento
3591,69833,asentamiento
3592,69846,demoras
3593,69856,fisuracion
3594,69864,volumen
3595,69865,resistencia
3596,69951,demoras
3597,69961,asentamiento
3598,69969,formula
3599,70013,fisuracion
3600,70043,volumen
3601,70053,asentamiento
3602,70065,fisuracion
3603,70104,demoras
3604,70183,asentamiento
3605,70201,asentamiento
3606,70238,fisuracion
3607,70240,volumen
3608,70253,asentamiento
3609,70342,asentamiento
3610,70386,volumen
3611,70398,asentamiento
3612,70428,volumen
3613,70443,demoras
3614,70455,fisuracion
3615,70488,asentamiento
3616,70495,formula
3617,70499,fisuracion
3618,70501,fisuracion
3619,70561,asentamiento
3620,70562,asentamiento
3621,70598,fisuracion
3622,70651,asentamiento
3623,70652,fisuracion
3624,70655,fisuracion
3625,70697,demoras
3626,70698,formula
3627,70700,demoras
3628,70735,fisuracion
3629,70753,asentamiento
3630,70759,asentamiento
3631,70768,fisuracion
3632,70776,formula
3633,70787,fisuracion
3634,70791,demoras
3635,70838,asentamiento
3636,70842,resistencia
3637,70850,asentamiento
3638,70857,demoras
3639,70872,fragüe
3640,70895,fisuracion
3641,70909,asentamiento
3642,70919,resistencia
3643,70928,fisuracion
3644,70932,asentamiento
3645,70938,asentamiento
3646,70999,demoras
3647,71029,fisuracion
3648,71064,asentamiento
3649,71067,demoras
3650,71105,fragüe
3651,71141,volumen
3652,71147,fragüe
3653,71170,fisuracion
3654,71241,fisuracion
3655,71259,resistencia
3656,71265,resistencia
3657,71294,fragüe
3658,71298,volumen
3659,71302,asentamiento
3660,71306,resistencia
3661,71351,fisuracion
3662,71366,fisuracion
3663,71374,fisuracion
3664,71379,asentamiento
3665,71466,resistencia
3666,71484,demoras
3667,71516,fisuracion
3668,71523,asentamiento
3669,71529,fragüe
3670,71547,demoras
3671,71548,demoras
3672,71549,demoras
3673,71565,asentamiento
3674,71570,fisuracion
3675,71577,asentamiento
3676,71581,fisuracion
3677,71589,asentamiento
3678,71591,fragüe
3679,71626,fisuracion
3680,71628,asentamiento
3681,71670,demoras
3682,71677,volumen
3683,71719,asentamiento
3684,71721,fragüe
3685,71786,volumen
3686,71826,demoras
3687,71843,demoras
3688,71851,asentamiento
3689,71876,formula
3690,71916,asentamiento
3691,71993,fisuracion
3692,72037,asentamiento
3693,72041,asentamiento
3694,72053,demoras
3695,72062,formula
3696,72072,demoras
3697,72107,asentamiento
3698,72116,asentamiento
3699,72131,fisuracion
3700,72166,asentamiento
3701,72190,resistencia
3702,72231,asentamiento
3703,72259,resistencia
3704,72281,volumen
3705,72325,fisuracion
3706,72335,asentamiento
3707,72360,asentamiento
3708,72391,demoras
3709,72410,fisuracion
3710,72419,asentamiento
3711,72452,fisuracion
3712,72512,asentamiento
3713,72550,demoras
3714,72608,fisuracion
3715,72671,fisuracion
3716,72753,fisuracion
3717,72756,resistencia
3718,72791,asentamiento
3719,72806,asentamiento
3720,72818,formula
3721,72833,fisuracion
3722,72840,asentamiento
3723,72843,demoras
3724,72891,asentamiento
3725,72910,fisuracion
3726,72931,volumen
3727,73046,volumen
3728,73055,fisuracion
3729,73070,asentamiento
3730,73071,fisuracion
3731,73106,formula
3732,73110,asentamiento
3733,73128,fisuracion
3734,73147,fisuracion
3735,73162,demoras
3736,73215,volumen
3737,73234,fisuracion
3738,73248,resistencia
3739,73252,resistencia
3740,73298,demoras
3741,73305,fisuracion
3742,73317,asentamiento
3743,73328,fisuracion
3744,73336,resistencia
3745,73344,fisuracion
3746,73370,asentamiento
3747,73371,asentamiento
3748,73374,asentamiento
3749,73382,asentamiento
3750,73417,demoras
3751,73462,asentamiento
3752,73501,asentamiento
3753,73504,asentamiento
3754,73521,asentamiento
3755,73542,asentamiento
3756,73558,fisuracion
3757,73575,demoras
3758,73579,fisuracion
3759,73581,asentamiento
3760,73592,formula
3761,73595,fisuracion
3762,73636,fisuracion
3763,73644,fisuracion
3764,73712,asentamiento
3765,73718,fisuracion
3766,73777,fragüe
3767,73903,asentamiento
3768,73945,formula
3769,74017,volumen
3770,74036,fisuracion
3771,74047,asentamiento
3772,74064,resistencia
3773,74068,formula
3774,74077,resistencia
3775,74152,volumen
3776,74204,asentamiento
3777,74243,fisuracion
3778,74258,asentamiento
3779,74260,fisuracion
3780,74265,demoras
3781,74297,resistencia
3782,74343,fragüe
3783,74397,asentamiento
3784,74398,asentamiento
3785,74414,asentamiento
3786,74419,asentamiento
3787,74493,asentamiento
3788,74504,resistencia
3789,74508,demoras
3790,74553,volumen
3791,74610,fisuracion
3792,74611,fisuracion
3793,74629,asentamiento
3794,74635,fisuracion
3795,74642,asentamiento
3796,74690,fisuracion
3797,74691,formula
3798,74736,fisuracion
3799,74742,fisuracion
3800,74755,fisuracion
3801,74771,fisuracion
3802,74829,fisuracion
3803,74830,resistencia
3804,74847,asentamiento
3805,74868,formula
3806,74882,asentamiento
3807,74906,fragüe
3808,74940,fisuracion
3809,75080,volumen
3810,75103,asentamiento
3811,75133,asentamiento
3812,75154,asentamiento
3813,75177,asentamiento
3814,75189,fragüe
3815,75230,asentamiento
3816,75247,asentamiento
3817,75263,volumen
3818,75272,asentamiento
3819,75282,fragüe
3820,75313,demoras
3821,75391,volumen
3822,75394,asentamiento
3823,75409,fisuracion
3824,75433,asentamiento
3825,75451,asentamiento
3826,75468,volumen
3827,75481,volumen
3828,75491,fisuracion
3829,75497,resistencia
3830,75515,volumen
3831,75518,volumen
3832,75526,fisuracion
3833,75530,volumen
3834,75559,fragüe
3835,75560,asentamiento
3836,75615,asentamiento
3837,75683,volumen
3838,75684,volumen
3839,75701,fisuracion
3840,75767,fisuracion
3841,75804,fisuracion
3842,75838,fisuracion
3843,75858,fisuracion
3844,75863,asentamiento
3845,75865,fisuracion
3846,75876,fisuracion
3847,75889,fisuracion
3848,75891,resistencia
3849,75929,fisuracion
3850,75932,fragüe
3851,75945,fisuracion
3852,75967,fisuracion
3853,75981,fisuracion
3854,75990,asentamiento
3855,76004,asentamiento
3856,76023,fisuracion
3857,76045,asentamiento
3858,76077,volumen
3859,76135,fisuracion
3860,76181,fisuracion
3861,76192,resistencia
3862,76210,volumen
3863,76219,fisuracion
3864,76246,fisuracion
3865,76281,asentamiento
3866,76282,asentamiento
3867,76300,resistencia
3868,76308,fisuracion
3869,76342,asentamiento
3870,76350,demoras
3871,76360,fisuracion
3872,76362,volumen
3873,76365,formula
3874,76366,demoras
3875,76429,asentamiento
3876,76438,formula
3877,76471,fragüe
3878,76509,volumen
3879,76518,demoras
3880,76549,demoras
3881,76561,asentamiento
3882,76563,fisuracion
3883,76602,fisuracion
3884,76645,fragüe
3885,76646,demoras
3886,76655,asentamiento
3887,76691,asentamiento
3888,76718,asentamiento
3889,76758,fisuracion
3890,76771,volumen
3891,76782,formula
3892,76791,demoras
3893,76864,fisuracion
3894,76886,fisuracion
3895,76890,asentamiento
3896,76918,formula
3897,76932,resistencia
3898,76956,asentamiento
3899,76965,fisuracion
3900,76983,asentamiento
3901,77014,asentamiento
3902,77017,volumen
3903,77057,fisuracion
3904,77066,asentamiento
3905,77111,fisuracion
3906,77126,fisuracion
3907,77146,demoras
3908,77163,fisuracion
3909,77191,asentamiento
3910,77207,asentamiento
3911,77273,fisuracion
3912,77277,asentamiento
3913,77281,volumen
3914,77283,resistencia
3915,77302,asentamiento
3916,77336,formula
3917,77357,asentamiento
3918,77385,formula
3919,77398,fisuracion
3920,77447,asentamiento
3921,77515,demoras
3922,77516,volumen
3923,77523,asentamiento
3924,77528,formula
3925,77597,asentamiento
3926,77722,demoras
3927,77732,fisuracion
3928,77759,demoras
3929,77832,volumen
3930,77849,fisuracion
3931,77853,asentamiento
3932,77857,fisuracion
3933,77866,volumen
3934,77878,demoras
3935,77882,demoras
3936,77886,asentamiento
3937,77936,asentamiento
3938,77945,asentamiento
3939,77947,fisuracion
3940,77961,asentamiento
3941,77974,fisuracion
3942,78005,fisuracion
3943,78008,fisuracion
3944,78013,asentamiento
3945,78037,asentamiento
3946,78059,fisuracion
3947,78071,demoras
3948,78072,demoras
3949,78078,asentamiento
3950,78090,asentamiento
3951,78133,demoras
3952,78135,asentamiento
3953,78144,volumen
3954,78280,fisuracion
3955,78353,asentamiento
3956,78360,asentamiento
3957,78368,volumen
3958,78378,fisuracion
3959,78380,fisuracion
3960,78403,formula
3961,78404,asentamiento
3962,78425,asentamiento
3963,78456,asentamiento
3964,78481,asentamiento
3965,78485,asentamiento
3966,78494,demoras
3967,78530,fisuracion
3968,78566,asentamiento
3969,78567,fisuracion
3970,78578,fisuracion
3971,78591,fisuracion
3972,78626,fisuracion
3973,78629,resistencia
3974,78639,fisuracion
3975,78654,volumen
3976,78659,volumen
3977,78663,demoras
3978,78672,fisuracion
3979,78676,formula
3980,78692,formula
3981,78700,demoras
3982,78702,fisuracion
3983,78705,fisuracion
3984,78753,asentamiento
3985,78755,asentamiento
3986,78770,fragüe
3987,78777,fisuracion
3988,78809,fisuracion
3989,78818,fisuracion
3990,78837,asentamiento
3991,78839,resistencia
3992,78854,fisuracion
3993,78863,fisuracion
3994,78922,fisuracion
3995,78966,resistencia
3996,79040,demoras
3997,79046,fisuracion
3998,79053,asentamiento
3999,79088,fragüe
4000,79166,resistencia
4001,79229,volumen
4002,79258,asentamiento
4003,79277,volumen
4004,79302,fisuracion
4005,79317,demoras
4006,79336,asentamiento
4007,79352,asentamiento
4008,79358,demoras
4009,79371,asentamiento
4010,79387,fisuracion
4011,79435,demoras
4012,79438,formula
4013,79439,fragüe
4014,79446,fragüe
4015,79452,asentamiento
4016,79458,fisuracion
4017,79462,resistencia
4018,79484,fisuracion
4019,79488,resistencia
4020,79507,fisuracion
4021,79526,fisuracion
4022,79546,asentamiento
4023,79577,fisuracion
4024,79656,demoras
4025,79673,asentamiento
4026,79680,demoras
4027,79706,volumen
4028,79707,volumen
4029,79744,asentamiento
4030,79752,formula
4031,79782,volumen
4032,79792,asentamiento
4033,79851,asentamiento
4034,79870,asentamiento
4035,79876,fisuracion
4036,79931,volumen
4037,79933,volumen
4038,79937,fisuracion
4039,79952,fragüe
4040,79957,volumen
4041,79991,resistencia
4042,80049,formula
4043,80106,fisuracion
4044,80127,resistencia
4045,80157,demoras
4046,80189,volumen
4047,80246,asentamiento
4048,80295,fisuracion
4049,80354,fragüe
4050,80367,fisuracion
4051,80371,asentamiento
4052,80373,asentamiento
4053,80386,asentamiento
4054,80398,fisuracion
4055,80403,fisuracion
4056,80411,demoras
4057,80438,asentamiento
4058,80487,asentamiento
4059,80490,asentamiento
4060,80492,resistencia
4061,80493,demoras
4062,80522,asentamiento
4063,80533,fisuracion
4064,80536,fisuracion
4065,80581,fragüe
4066,80583,fragüe
4067,80620,fisuracion
4068,80643,fisuracion
4069,80648,volumen
4070,80669,asentamiento
4071,80697,asentamiento
4072,80725,fisuracion
4073,80742,asentamiento
4074,80751,resistencia
4075,80793,demoras
4076,80809,fragüe
4077,80815,asentamiento
4078,80818,asentamiento
4079,80836,fisuracion
4080,80850,fisuracion
4081,80886,resistencia
4082,80921,asentamiento
4083,80929,asentamiento
4084,80934,resistencia
4085,80939,resistencia
4086,80994,fragüe
4087,81006,fisuracion
4088,81031,fragüe
4089,81044,fragüe
4090,81050,fisuracion
4091,81086,asentamiento
4092,81095,asentamiento
4093,81098,fisuracion
4094,81140,volumen
4095,81142,demoras
4096,81164,volumen
4097,81220,demoras
4098,81231,resistencia
4099,81239,volumen
4100,81247,fisuracion
4101,81272,demoras
4102,81324,volumen
4103,81332,asentamiento
4104,81371,resistencia
4105,81413,asentamiento
4106,81431,fisuracion
4107,81433,asentamiento
4108,81445,asentamiento
4109,81449,asentamiento
4110,81456,fisuracion
4111,81459,fragüe
4112,81467,resistencia
4113,81481,fisuracion
4114,81484,asentamiento
4115,81493,volumen
4116,81496,fisuracion
4117,81534,fragüe
4118,81565,volumen
4119,81593,resistencia
4120,81618,fisuracion
4121,81639,demoras
4122,81645,volumen
4123,81669,fisuracion
4124,81708,asentamiento
4125,81717,asentamiento
4126,81719,demoras
4127,81747,asentamiento
4128,81762,fisuracion
4129,81767,resistencia
4130,81801,asentamiento
4131,81808,fisuracion
4132,81822,asentamiento
4133,81831,volumen
4134,81844,fisuracion
4135,81868,asentamiento
4136,81917,asentamiento
4137,81927,fisuracion
4138,81958,fisuracion
4139,81987,fisuracion
4140,81990,resistencia
4141,82010,fragüe
4142,82033,volumen
4143,82040,asentamiento
4144,82049,asentamiento
4145,82066,fisuracion
4146,82118,demoras
4147,82173,fisuracion
4148,82212,asentamiento
4149,82221,demoras
4150,82269,demoras
4151,82281,asentamiento
4152,82286,volumen
4153,82308,fisuracion
4154,82334,asentamiento
4155,82355,asentamiento
4156,82372,fisuracion
4157,82390,fisuracion
4158,82393,asentamiento
4159,82421,fisuracion
4160,82424,asentamiento
4161,82445,fisuracion
4162,82455,fisuracion
4163,82468,asentamiento
4164,82489,asentamiento
4165,82496,demoras
4166,82543,fisuracion
4167,82584,volumen
4168,82607,fisuracion
4169,82638,asentamiento
4170,82644,asentamiento
4171,82648,asentamiento
4172,82656,volumen
